item_type,title,creators,first_name,last_name,ean_isbn13,upc_isbn10,description,publisher,publish_date,group,tags,notes,price,length,number_of_discs,number_of_players,age_group,ensemble,aspect_ratio,esrb,rating,review,review_date,status,began,completed,added,copies,cover
book,Imperialismo,Vladimir Lenin,Vladimir,Lenin,9788430601127.0,8430601120,"Lenin elaboró este texto marxista enormemente influyente para explicar en detalle los defectos inevitables y el poder destructivo del capitalismo, que conduciría ineludiblemente al imperialismo, a los monopolios y al colonialismo. Profetizó que los países del Tercer Mundo usados meramente como mano de obra capitalista no tendrían más opción que unirse a la revolución comunista en Rusia. GREAT IDEAS A lo largo de la historia, algunos libros han cambiado el mundo. Han transformado la manera en que nos vemos a nosotros mismos y a los demás. Han inspirado el debate, la discordia, la guerra y la revolución. Han iluminado, indignado, provocado y consolado. Han enriquecido vidas, y también las han destruido. Taurus publica las obras de los grandes pensadores, pioneros, radicales y visionarios cuyas ideas sacudieron la civilización y nos impulsaron a ser quienes somos.""De veras que la edición es primorosa y pocas veces contenido y continente pueden encontrarse mejor ensamblados y unidos. ­Qué portadas! Para enmarcar. [à] Ante las Great Ideas, solo cabe quitarse el sombrero. ­Chapeau!"" ABC ""Taurus propone un doble envite con este lanzamiento. Por un lado aumenta su compromiso con el ensayo; por otro, recupera el gusto por la estética. A los volúmenes se les ha proporcionado una portada delicada y cuidada (copian el original británico) que invita a la lectura."" LA RAZON ""Un fenómeno editorial."" THE GUARDIAN ""Los libros son preciosos [à]. Permiten decorar una habitación, aunque al final lo que uno quiere es amueblar su mente. Great Ideas hace las dos cosas."" THE INDEPENDENT ""Aparte de los contenidos, en general muy bien elegidos, son tan bonitos que si los ven seguro que cae alguno."" EL PAIS ""Ideas revolucionarias, crónicas de exploraciones, pensamientos radicalesà vuelven a la vida en estas cuidadísimas ediciones, muy atractivas para nuevos lectores."" MUJER HOY ""Grandes ideas bien envueltas. De Cicerón a Darwin, esta colección entra por los ojos."" ROLLING STONE ""Son buenos,",TAURUS,2012-10,Politics,,,,176.0,,,,,,,,,,,,,2024-01-02,1,9788430601127.jpg
book,The Handmaid's Tale,Margaret Atwood,Margaret,Atwood,9780099740919.0,0099740915,"NOW A SMASH-HIT CHANNEL 4 TV SERIES The Republic of Gilead offers Offred only one function: to breed. If she deviates, she will, like dissenters, be hanged at the wall or sent out to die slowly of radiation sickness. But even a repressive state cannot obliterate desire - neither Offred's nor that of the two men on which her future hangs. Brilliantly conceived and executed, this powerful evocation of twenty-first century America gives full rein to Margaret Atwood's devastating irony, wit and astute perception.",Random House,1996,Fiction,,,,324.0,,,,,,,,,,,,,2024-01-04,1,9780099740919.jpg
book,Living a Jewish Life,"Anita Diamant, Howard Cooper",Anita,Diamant,9780063255791.0,0063255790,"The classic guide to the cultural and spiritual treasures of Judaism is now updated for the first time in 15 years to reflect changes in the modern Jewish community. Living a Jewish Life describes Judaism as not just a contemplative or abstract system of thought but as a blueprint for living fully and honorably. This new edition builds on the classic guide, which has been a favorite among Jewish educators and students for years. Enriched with additional resources, including online resources, this updated guide also references recent changes in the modern Jewish community. Addressing the choices posed by the modern world, Living a Jewish Life explains the traditions and beliefs of Judaism in the context of real life. It explores the spectrum of liberal Jewish thought, from Conservative to Reconstructionist to Reform, as well as unaffiliated, new age, and secular. Celebrating the diversity of Jewish beliefs, this guide provides a wealth of information that allows readers to make informed choices about how to incorporate Judaism into their lives.",HarperCollins Publishers,2023-03-08,Religion,,,,304.0,,,,,,,,,,,,,2024-01-07,1,9780063255791.jpg
book,The Basque History Of The World,Mark Kurlansky,Mark,Kurlansky,9780099284130.0,0099284138,Basque History of the World editado por Vintage,Vintage,2000,History,,,,400.0,,,,,,,,,,,,,2024-01-11,1,9780099284130.jpg
book,The Jain Path,Aidan Rankin,Aidan,Rankin,9781905047215.0,1905047215,"Jainism is one of the world's oldest religions, and perhaps the most demanding, rational and radical of all of them, attaching a great importance to individual responsibility. Today we are questioning our own inherited values and also rediscovering ancient traditions. We are looking for continuity and balance-a return to the centre. Understanding of Jain principles can point us towards the elusive paradigm shift, giving spiritual and intellectual strength to a new global ethic of compassion and interdependence.",John Hunt Publishing Limited,2006,Religion,,,,240.0,,,,,,,,,,,,,2024-01-14,1,9781905047215.jpg
book,What the Buddha Taught,Walpola Rahula,Walpola,Rahula,9781851681426.0,1851681426,,ONEWorld Publications,1997-09-25,Religion,,,,151.0,,,,,,,,,,,,,2024-01-19,1,9781851681426.jpg
book,Range: How Generalists Triumph in a Specialized World,David Epstein,David,Epstein,9781509843527.0,1509843523,,MacMillan,2020,Psychology,,,,368.0,,,,,,,,,,,,,2024-01-19,1,9781509843527.jpg
book,Buddhist Monk's Guide to a Clean House and Mind,Shoukei Matsumoto,Shoukei,Matsumoto,9781846149696.0,184614969X,,Particular Books,2018-04-24,Meditation,,,,128.0,,,,,,,,,,,,,2024-01-20,1,9781846149696.jpg
book,Blink: The Power of Thinking Without Thinking,Malcolm Gladwell,Malcolm,Gladwell,9780141014593.0,0141014598,,Penguin,2006-02-23,Psychology,,,,304.0,,,,,,,,,,,,,2024-01-22,1,9780141014593.jpg
book,The Interior Castle,Teresa of Avila,Teresa,Avila,9781463745318.0,1463745311,"According to contemporary accounts, St. Teresa had a revelation from God of a crystal globe in the shape of a castle containing seven mansions. This is St. Teresa's interpretation of that vision, describing the journey of faith through seven stages, ending with union with God. --Sacred Texts",CreateSpace Independent Publishing Platform,2011-07-26,Religion,,,,138.0,,,,,,,,,,,,,2024-01-25,1,9781463745318.jpg
book,The Qur'an,M. A. S. Abdel Haleem,M.,Haleem,9780199535958.0,0199535957,"One of the most influential books in the history of literature, recognized as the greatest literary masterpiece in Arabic, the Qur'an is the supreme authority and living source of all Islamic teaching, the sacred text that sets out the creed, rituals, ethics, and laws of Islam. Yet despite the growing interest in Islamic teachings and culture, there has never been a truly satisfactory English translation of the Qur'an, until now. This superb new translation of the Qur'an is written in contemporary language that remains faithful to the meaning and spirit of the original, making the text crystal clear while retaining all of this great work's eloquence. The translation is accurate and completely free from the archaisms, incoherence, and alien structures that mar existing translations. Thus, for the first time, English-speaking readers will have a text of the Qur'an which is easy to use and comprehensible. Furthermore, Haleem includes notes that explain geographical, historical, and personal allusions as well as an index in which Qur'anic material is arranged into topics for easy reference. His introduction traces the history of the Qur'an, examines its structure and stylistic features, and considers issues related to militancy, intolerance, and the subjection of women. Clearly written and filled with helpful information and guidance, this brilliant translation of the Qur'an is the best available introduction to the faith of Moslems around the world. About the Series: For over 100 years Oxford World's Classics has made available the broadest spectrum of literature from around the globe. Each affordable volume reflects Oxford's commitment to scholarship, providing the most accurate text plus a wealth of other valuable features, including expert introductions by leading authorities, voluminous notes to clarify the text, up-to-date bibliographies for further study, and much more.","Oxford University Press, Incorporated",2008-04-17,Religion,,,,512.0,,,,,,,,,,,,,2024-01-25,1,9780199535958.jpg
book,The Talmud,Various,Various,Various,9780141441788.0,014144178X,"The most important text in Judaism after the Old Testament--available for the first time in Penguin Classics One of the most significant religious texts in the world, The Talmud is a compilation of the teachings of major Jewish scholars from the classic period of rabbinic Judaism. In a range of styles, including commentary, parables, proverbs, and anecdotes, it provides guidance on all aspects of everyday life. This selection of its most illuminating passages makes accessible to modern readers the centuries of Jewish thought contained within. Norman Solomon's lucid translation from the Bavli (Babylonian) is accompanied by an introduction on The Talmud's arrangement, social and historical background, reception, and authors. For more than seventy years, Penguin has been the leading publisher of classic literature in the English-speaking world. With more than 1,700 titles, Penguin Classics represents a global bookshelf of the best works throughout history and across genres and disciplines. Readers trust the series to provide authoritative texts enhanced by introductions and notes by distinguished scholars and contemporary authors, as well as up-to-date translations by award-winning translators.",Penguin Publishing Group,2009-06-30,Religion,,,,896.0,,,,,,,,,,,,,2024-01-25,1,9780141441788.jpg
book,Cave in the Snow: A Western Woman's Quest for Enlightenment,Vicki MacKenzie,Vicki,MacKenzie,9780747543893.0,0747543895,"The incredible story of Diane Perry (Tenzin Palmo), who spent 12 years alone in a cave 13,000 feet up in the Himalayas as she sought spiritual enlightenment.",Bloomsbury Publishing PLC,1999-08-01,Religion,,,,210.0,,,,,,,,,,,,,2024-01-29,1,9780747543893.jpg
book,Holocaust Theology,Dan Cohn-Sherbok,Dan,Cohn-Sherbok,9780859896252.0,0859896250,"Where was God when six million died? Over the last few decades this question has haunted both Jewish and Christian theologians. If God is all-good and all-powerful, how could he have permitted the Holocaust to take place? Holocaust Theology: A Reader provides a panoramic survey of the responses of over one hundred leading Jewish and Christian Holocaust thinkers. Beginning with the religious challenge of the Holocaust, the collection explores a wide range of thinking which seek to reconcile God's ways with the existence of evil. In addition, the book addresses perplexing questions regarding Christian responsibility and culpability during the Nazi era. Designed for general readers and students, the readings are arranged thematically and each one is divided into separate topics. For anyone who is troubled by the religious implications of the tragedy of the Holocaust, this collection of Holocaust theology provides a basis for discussion and debate: each reading is followed by several questions designed to stimulate this.",University of Exeter Press,2002,Religion,,,,432.0,,,,,,,,,,,,,2024-01-29,1,9780859896252.jpg
